0,100267
1,99961
2,99962
3,99903
4,99971
5,100199
6,99736
7,100222
8,99672
9,100245
10,100016
11,99917
12,100195
13,99930
14,99948
15,99934
16,99996
17,99995
18,99596
19,100580
20,99901
21,100052
22,99984
23,99931
24,99952
25,100149
26,100006
27,99684
28,67837
29,132146
30,100168
31,99861
32,100182
33,100028
34,99903
35,100203
36,99975
37,99470
38,100444
39,100140
40,99778
41,100191
42,99846
43,100077
44,99822
45,100133
46,99897
47,99763
48,100394
49,99882
50,99938
51,99957
52,100084
53,99994
54,100031
55,100070
56,100143
57,99364
58,100353
59,100063
60,99994
61,100301
62,99914
63,100003
64,99854
65,100071
66,99063
67,95931
68,104831
69,100299
70,99968
71,99771
72,100133
73,100005
74,100053
75,99653
76,98914
77,101388
78,99925
79,100001
80,99934
81,99979
82,100304
83,99942
84,100018
85,99955
86,99401
87,100611
88,99945
89,99841
90,100224
91,99772
92,100005
93,100036
94,99997
95,100004
96,99688
97,100273
98,100202
99,99858
100,100179
101,99970
102,99947
103,100035
104,100024
105,99436
106,94262
107,106264
108,100003
109,99880
110,100168
111,99998
112,99952
113,99816
114,100070
115,99609
116,100404
117,100017
118,99910
119,99937
120,100284
121,99867
122,99859
123,100003
124,100230
125,99708
126,100374
127,99905
128,99789
129,100253
130,99852
131,100222
132,99957
133,100029
134,99967
135,90224
136,109783
137,99997
138,99822
139,100116
140,99361
141,100677
142,99993
143,99969
144,100105
145,90049
146,109857
147,100002
148,100034
149,99990
150,99970
151,100009
152,99897
153,99996
154,99777
155,100357
156,99758
157,100222
158,99941
159,99961
160,99916
161,100006
162,100033
163,100009
164,99627
165,100510
166,100038
167,99927
168,100040
169,99854
170,100089
171,99866
172,99907
173,100329
174,99535
175,100339
176,100056
177,100071
178,99934
179,99954
180,100053
181,99920
182,99938
183,100066
184,99628
185,100466
186,99933
187,99869
188,100243
189,99886
190,99881
191,100247
192,99735
193,99910
194,100121
195,100218
196,99781
197,99956
198,99953
199,100010
200,100001
201,100100
202,99922
203,99643
204,100444
205,100104
206,100115
207,99866
208,99950
209,100030
210,99853
211,100102
212,100024
213,99652
214,100247
215,100173
216,99930
217,99991
218,99858
219,99958
220,100262
221,100052
222,99810
223,87601
224,112494
225,99949
226,100049
227,100050
228,99906
229,99983
230,99967
231,99701
232,98934
233,101441
234,99876
235,100175
236,99992
237,99859
238,100058
239,99969
240,99939
241,90877
242,99415
243,109766
244,100137
245,100066
246,99921
247,99945
248,99986
249,100180
250,99638
251,100186
252,99757
253,100357
254,99859
255,99894
256,100009
257,100118
258,100090
259,99774
260,100111
261,99870
262,99801
263,100445
264,99920
265,100023
266,100022
267,100002
268,99967
269,99792
270,100321
271,99668
272,83620
273,116665
274,99839
275,100233
276,99900
277,99969
278,100069
279,99930
280,99986
281,99591
282,100368
283,100100
284,99913
285,99896
286,100036
287,100147
288,99946
289,99910
290,99960
291,99736
292,100519
293,99868
294,100032
295,99901
296,100164
297,99882
298,100110
299,99931
300,100078
301,90217
302,109792
303,99977
304,99953
305,99885
306,100167
307,100031
308,99921
309,100064
310,99952
311,98640
312,101207
313,100170
314,99926
315,99984
316,99997
317,100065
318,100051
319,99894
320,99642
321,100428
322,100053
323,99938
324,99904
325,99930
326,100027
327,100043
328,99982
329,100035
330,99754
331,100343
332,99947
333,100010
334,99870
335,100230
336,99991
337,99830
338,100035
339,100005
340,99172
341,100938
342,100009
343,100002
344,99983
345,99990
346,100040
347,99961
348,99970
349,100130
350,99794
351,100097
352,99972
353,100033
354,100002
355,99967
356,99839
357,100007
358,99990
359,99700
360,100249
361,100047
362,100267
363,99911
364,99957
365,100088
366,99996
367,99799
368,100059
369,99608
370,100463
371,100135
372,99749
373,99967
374,100118
375,100086
376,99926
377,99845
378,99844
379,98789
380,101486
381,100137
382,99938
383,99953
384,100140
385,99984
386,99949
387,100033
388,99994
389,89556
390,110273
391,100206
392,99954
393,100030
394,99781
395,100027
396,100077
397,99854
398,99623
399,100346
400,100290
401,99850
402,99919
403,100045
404,99974
405,99951
406,100198
407,99777
408,99839
409,100372
410,100004
411,99817
412,100281
413,100054
414,99872
415,99782
416,100035
417,99979
418,99714
419,100308
420,99889
421,100261
422,99994
423,99841
424,99973
425,100147
426,100068
427,99710
428,99996
429,100252
430,100117
431,99996
432,99996
433,99839
434,100072
435,99847
436,99998
437,99922
438,100144
439,99970
440,100198
441,99873
442,99953
443,100061
444,100039
445,99754
446,100112
447,99935
448,100022
449,100266
450,99776
451,100212
452,99985
453,99900
454,100193
455,99707
456,100048
457,99851
458,100214
459,100044
460,99921
461,100020
462,99895
463,99938
464,100263
465,99849
466,100178
467,99710
468,100247
469,99958
470,99854
471,99953
472,100118
473,100112
474,100006
475,100007
476,100058
477,99393
478,100402
479,100008
480,100119
481,99796
482,100174
483,99907
484,99987
485,100098
486,99541
487,100493
488,100015
489,99742
490,100051
491,100203
492,99864
493,99887
494,100144
495,100009
496,99618
497,100536
498,99976
499,99936
500,99987
501,100137
502,99837
503,100146
504,99916
505,100021
506,99707
507,100344
508,99878
509,99902
510,100188
511,99837
512,100071
513,99961
514,99932
515,99963
516,99614
517,100450
518,100034
519,99919
520,100247
521,99962
522,99824
523,100132
524,99621
525,99084
526,101146
527,100066
528,100061
529,99785
530,100277
531,99992
532,99852
533,100020
534,100028
535,99558
536,100494
537,100025
538,99965
539,99813
540,99493
541,100750
542,99895
543,99997
544,100066
545,99418
546,100443
547,99988
548,100171
549,100011
550,99977
551,100018
552,99789
553,100177
554,100050
555,99628
556,100243
557,100230
558,99831
559,100033
560,99944
561,99842
562,100165
563,100061
564,99658
565,71495
566,128848
567,100064
568,99789
569,99970
570,100091
571,99903
572,100218
573,99944
574,99442
575,100552
576,100108
577,99997
578,99944
579,100072
580,99799
581,99930
582,100005
583,100068
584,99673
585,100439
586,100116
587,99702
588,100112
589,99944
590,100102
591,100037
592,99737
593,100095
594,99708
595,100302
596,99946
597,100138
598,100083
599,99984
600,100025
601,99783
602,100012
603,99132
604,96112
605,104722
606,100290
607,100026
608,99780
609,100163
610,99916
611,99830
612,100033
613,99763
614,100453
615,99913
616,100079
617,99933
618,99865
619,100212
620,99851
621,99842
622,100133
623,99552
624,100476
625,99983
626,100128
627,100085
628,99852
629,99894
630,100116
631,100131
632,99936
633,99706
634,100382
635,99804
636,99953
637,100037
638,99935
639,100288
640,99822
641,99939
642,99304
643,95952
644,104645
645,100230
646,99861
647,100060
648,100054
649,99924
650,99927
651,100164
652,99578
653,100322
654,99850
655,100310
656,99854
657,100139
658,99859
659,100121
660,99894
661,100009
662,99629
663,100360
664,100048
665,100000
666,99980
667,99929
668,100220
669,90596
670,87037
671,110683
672,100920
673,110505
674,99969
675,100212
676,99918
677,99843
678,100255
679,100048
680,99878
681,85831
682,98894
683,115101
684,99875
685,100403
686,99993
687,99770
688,100126
689,100064
690,99756
691,99786
692,100198
693,100103
694,100106
695,99854
696,100100
697,99909
698,100112
699,100110
700,99905
701,99725
702,100269
703,100152
704,99787
705,99931
706,100014
707,100235
708,99896
709,100087
710,99887
711,98938
712,101016
713,100019
714,100112
715,99697
716,100218
717,99959
718,100068
719,100033
720,99817
721,99698
722,100533
723,99911
724,99997
725,100118
726,99797
727,100173
728,99935
729,99719
730,99733
731,100563
732,99949
733,99988
734,99974
735,99972
736,100078
737,100096
738,100056
739,99878
740,89228
741,110830
742,100030
743,99899
744,99965
745,99854
746,100296
747,99977
748,99935
749,100006
750,98850
751,101182
752,99940
753,99946
754,99925
755,100130
756,99962
757,100068
758,99930
759,99980
760,99623
761,100346
762,99957
763,100185
764,99922
765,100083
766,99998
767,99958
768,99816
769,99780
770,100269
771,100116
772,99845
773,100020
774,100039
775,99985
776,100033
777,100025
778,100084
779,99466
780,100377
781,100220
782,99846
783,99834
784,100133
785,99960
786,100153
787,99773
788,99916
789,99706
790,100398
791,100099
792,100126
793,99830
794,99991
795,100017
796,99952
797,99982
798,99997
799,99841
800,100327
801,99812
802,100074
803,100099
804,99997
805,100049
806,99792
807,100066
808,100066
809,83262
810,116678
811,100200
812,99722
813,100255
814,99992
815,99913
816,99829
817,100141
818,99664
819,100491
820,99698
821,100312
822,99837
823,100031
824,100023
825,99924
826,100005
827,99831
828,98872
829,101313
830,99977
831,100088
832,99927
833,99971
834,100067
835,99947
836,100105
837,99899
838,99772
839,100189
840,99965
841,99992
842,100188
843,99781
844,100097
845,99905
846,100047
847,99973
848,96594
849,103577
850,99824
851,100003
852,99970
853,100100
854,99927
855,100157
856,99967
857,99509
858,100523
859,100089
860,99915
861,100062
862,99769
863,99974
864,100105
865,100024
866,99916
867,99629
868,100373
869,100033
